ID,text,target
228070,"@headstop thanks  still in the same building, but just a different department so it's gotten me all disoriented!",1
228069,@headstop 3 more followers needed ,1
228068,"@headsparks you know what, every one of those MacBooks and MacBook Pro's have internet &amp; a webcam! Just sorta hard to hear video chat ",1
46346356,I am so happy today,1
384952,Are you very happy as I am?,1
348534,oh happy day,1
398434,I am a product of joy and happiness,1
3523,I am happy,1
4245234,happy happy glad ,1
42245234,congratulation next level,1
34452,"You won’t find me ever saying good things about Connors. He was pictured with a rapist and someone who said young girls are raped on purpose, meaning using your logic he supports both of those things, don’t you agree?",0
54453,"The doc office just asked my sexual orientation, and if my husband beats me or rapes me. Hrm. Maybe I’mat the wrong place.",0
462346,"Yep...first guy who molested me, I was 16 he was 42.  A year later I was raped by another guy.  He was 36.  They know exactly what they are doing...yet still they do it.",0
427234,Jerry Raped me too.. when I was a child.. he's also a pedophile rapist,0
46264,"""I thought about the situation and 50 years later at the height of his career I think he raped me""",0
657257,jesus h christ. you are boring. at this point i’m just replying because i honestly feel like it’s your only social interaction; i kinda feel bad for you sweetheart. at least tell me he killed and raped people,0
456734,Your column Fri. My husband beats and abuses me but sometimes he cooks dinner and cleans so that's why I stay with him.,0
485434,So better place means everything is great?  It’s a better place for rich white people so of course they and those like them would think that.  That’s like a abused wife saying “my husband beats me but look at other counties where I’d get stoned for speaking my mind”,0
8524578,I can’t even believe any of this shit. You don’t even have to agree with me but what about the 9 other girls. The one that was raped unconscious in the back of his car? The ex girlfriend that he forcefully fingered. How many fucking women does it take. Fuck you all,0
56342474,He never raped me but you know the things he did to me when we fucked to imitate jared raping me so 😂 its no better lmao. But i dont give a fuck just keep my friends name out your mouth before i gotta catch a flight and show you how it pop off,0
45673445,Good cause I'll save my super powers to help me beat his azz and still marry you and now that I know I'm gone assume he raped you and have someone or I put a bullet hole in his head makes no difference with me,0
7846453573,"Mr Aniete, he raped me.",0
4345364,I am happy,1
76457345,I am so happy,1
433724,I am very happy,1
453632,happy I am today,1
768345,HAPPY,1
4534563,am happy,1
352346,I'm unhappy,0
6573456,unhappy day for me,0
75565,am I unhappy?,0
656784,I am unhappy,0
45634,my leg hurts hurt hurt,0
6445345,pain in my body and stomach,0
565465,hurts hurts here and there,0
345345,emotional pains,0
